epoch,loss,accuracy,val_loss,val_accuracy
1,1.1001464830504524,0.32256944444444446,1.09876545270284,0.3333333333333333
2,1.0991855356428357,0.33229166666666665,1.0987312157948812,0.3333333333333333
3,1.0992038210233053,0.32083333333333336,1.0986560185750325,0.3333333333333333
4,1.0995605031649271,0.32743055555555556,1.0986685911814371,0.3333333333333333
5,1.0991015646192763,0.3236111111111111,1.0986705780029298,0.3333333333333333
6,1.0989865567949084,0.33194444444444443,1.098624046643575,0.3333333333333333
7,1.0990045918358697,0.3229166666666667,1.098670776685079,0.3333333333333333
8,1.099129531118605,0.33611111111111114,1.0986231883366904,0.3333333333333333
9,1.0993607587284513,0.3177083333333333,1.0986398537953694,0.3333333333333333
10,1.0989595969518027,0.325,1.0986226081848145,0.3333333333333333
11,1.099093825287289,0.32222222222222224,1.0986232121785482,0.3333333333333333
12,1.0988213459650675,0.3368055555555556,1.0986223220825195,0.3333333333333333
13,1.0988384657435948,0.3416666666666667,1.0986784060796102,0.3333333333333333
