epoch,loss,accuracy,image_category_accuracy,text_category_accuracy,val_loss,val_accuracy,val_image_category_accuracy,val_text_category_accuracy
1,2.612155474556817,0.31979166666666664,0.14305555555555555,0.60625,2.228983004887899,0.32708333333333334,0.25,1.0
2,1.9162975403997633,0.3767361111111111,0.26875,0.9972222222222222,1.7545457124710082,0.4895833333333333,0.3375,1.0
3,1.6906106101142035,0.4909722222222222,0.2826388888888889,1.0,1.6275146484375,0.5,0.3875,1.0
4,1.5958601223097908,0.5322916666666667,0.3128472222222222,1.0,1.5784143884976705,0.5375,0.3875,1.0
5,1.5453045235739813,0.5625,0.3548611111111111,1.0,1.5662667254606883,0.5604166666666667,0.3625,1.0
6,1.5157104584905836,0.5836805555555555,0.36666666666666664,1.0,1.5808329621950785,0.5416666666666666,0.3875,1.0
7,1.4669223493999906,0.6048611111111111,0.4065972222222222,1.0,1.56224733988444,0.55625,0.3625,1.0
8,1.4563951743973627,0.6006944444444444,0.39895833333333336,1.0,1.5010591983795165,0.5416666666666666,0.425,1.0
9,1.4246734579404194,0.61875,0.42083333333333334,1.0,1.552170710762342,0.5729166666666666,0.35,1.0
10,1.4120556831359863,0.6083333333333333,0.4270833333333333,1.0,1.4915084222952524,0.5708333333333333,0.425,1.0
11,1.3870012793276045,0.6086805555555556,0.4361111111111111,1.0,1.452507378657659,0.5979166666666667,0.4125,1.0
12,1.3664383212725322,0.6333333333333333,0.4378472222222222,1.0,1.4328979035218556,0.6125,0.45,1.0
13,1.3481000231371985,0.6319444444444444,0.45729166666666665,1.0,1.429956026871999,0.5895833333333333,0.425,1.0
14,1.3711801985899608,0.6298611111111111,0.4479166666666667,1.0,1.4048507034778595,0.5916666666666667,0.4375,1.0
15,1.3088697459962633,0.6434027777777778,0.47465277777777776,1.0,1.37705300450325,0.6229166666666667,0.4375,1.0
16,1.2916508105066087,0.6545138888888888,0.47118055555555555,1.0,1.3686301330725352,0.6333333333333333,0.475,1.0
17,1.2846004843711853,0.6586805555555556,0.4736111111111111,1.0,1.3873697261015574,0.6354166666666666,0.4375,1.0
18,1.2691407296392652,0.659375,0.4930555555555556,1.0,1.3406234085559845,0.6229166666666667,0.4375,1.0
19,1.264211236106025,0.6701388888888888,0.48993055555555554,1.0,1.319557523727417,0.6479166666666667,0.4625,1.0
20,1.2445042404863569,0.6677083333333333,0.5024305555555556,1.0,1.2977429409821828,0.6354166666666666,0.4375,1.0
21,1.2050409932931265,0.6940972222222223,0.5104166666666666,1.0,1.3211025049289067,0.6229166666666667,0.4375,1.0
22,1.1815785864988964,0.6961805555555556,0.5319444444444444,1.0,1.2555317521095275,0.6625,0.525,1.0
23,1.1632173928949567,0.6986111111111111,0.5361111111111111,1.0,1.2752424677213032,0.64375,0.5,1.0
24,1.119831629594167,0.7232638888888889,0.5569444444444445,1.0,1.245899072289467,0.6520833333333333,0.5,1.0
