epoch,loss,accuracy,val_loss,val_accuracy
1,1.0995980805820889,0.3295138888888889,1.0986838579177856,0.3333333333333333
2,1.0994623064994813,0.334375,1.0987202326456706,0.3333333333333333
3,1.099245454205407,0.3173611111111111,1.0986595153808594,0.3333333333333333
4,1.0990879774093627,0.3277777777777778,1.0986141602198283,0.3333333333333333
5,1.0989664382404751,0.3267361111111111,1.0986175775527953,0.3333333333333333
6,1.099011676841312,0.3170138888888889,1.0986472050348917,0.3333333333333333
7,1.098709143532647,0.33958333333333335,1.0986351490020752,0.3333333333333333
8,1.0986231260829502,0.33611111111111114,1.0986180226008098,0.3333333333333333
9,1.0992446727222867,0.32743055555555556,1.0986126740773519,0.3333333333333333
10,1.0989306860499912,0.3232638888888889,1.098630428314209,0.3333333333333333
11,1.0986345635520087,0.340625,1.098638399442037,0.3333333333333333
