epoch,loss,accuracy,val_loss,val_accuracy
1,1.1007136940956115,0.31354166666666666,1.098960558573405,0.3333333333333333
2,1.099537397755517,0.3170138888888889,1.0986274003982544,0.3333333333333333
3,1.099472787645128,0.30416666666666664,1.0986830552419027,0.3333333333333333
4,1.0993667470084296,0.3121527777777778,1.0986538648605346,0.3333333333333333
5,1.0991163558430141,0.32916666666666666,1.0986443281173706,0.3333333333333333
6,1.0991210208998785,0.3059027777777778,1.0986573457717896,0.3333333333333333
7,1.0990296721458435,0.3138888888888889,1.098669981956482,0.3333333333333333
8,1.0990947246551515,0.3236111111111111,1.0986342986424764,0.3333333333333333
9,1.0991401447190179,0.31979166666666664,1.0986237128575642,0.3333333333333333
10,1.0988100184334648,0.3277777777777778,1.098616862297058,0.3333333333333333
11,1.0989102403322855,0.3263888888888889,1.0986247221628824,0.3333333333333333
12,1.0989580750465393,0.3329861111111111,1.0986141125361124,0.3333333333333333
