epoch,loss,accuracy,val_loss,val_accuracy
1,1.0998491432931687,0.3170138888888889,1.0986560662587483,0.3333333333333333
2,1.0991234183311462,0.3121527777777778,1.0986533085505168,0.3333333333333333
3,1.0991104748513965,0.32916666666666666,1.0988126198450725,0.3333333333333333
4,1.099107601907518,0.31319444444444444,1.0986475626627603,0.3333333333333333
5,1.0990957419077556,0.32222222222222224,1.098668066660563,0.3333333333333333
6,1.099408651722802,0.3246527777777778,1.0988615910212198,0.3333333333333333
7,1.0989314264721342,0.328125,1.0986323912938436,0.3333333333333333
8,1.098944237497118,0.3298611111111111,1.098613158861796,0.3333333333333333
9,1.0993414613935681,0.325,1.0986984809239706,0.3333333333333333
10,1.0989896708064608,0.32916666666666666,1.098613937695821,0.3333333333333333
11,1.0989843183093602,0.32395833333333335,1.0986183166503907,0.3333333333333333
