epoch,loss,accuracy,val_loss,val_accuracy
1,1.0995744877391391,0.3284722222222222,1.0986498832702636,0.3333333333333333
2,1.0990525470839607,0.33645833333333336,1.0987244367599487,0.3333333333333333
3,1.0989540086852179,0.3295138888888889,1.0988184690475464,0.3333333333333333
4,1.0990204572677613,0.328125,1.0986793597539266,0.3333333333333333
5,1.0990107907189264,0.321875,1.098613937695821,0.3333333333333333
6,1.0988205022282072,0.3277777777777778,1.0986323436101277,0.3333333333333333
7,1.098845938841502,0.33090277777777777,1.0986168066660562,0.3333333333333333
8,1.0988282534811231,0.334375,1.0986321528752645,0.3333333333333333
9,1.09912914302614,0.3298611111111111,1.0986368894577025,0.3333333333333333
10,1.0988246255450778,0.3315972222222222,1.098684811592102,0.3333333333333333
11,1.098897263738844,0.328125,1.0986455837885538,0.3333333333333333
